0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Down,WeakUp,Neutral,Down,Down,Dry,Neutral,Neutral,Dry,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,G,CThruK,PartInhibit,Average,MoreThanAve,G,N1GtLIGt_4,Stability,Average,Average,GJ,PartInhibit,Weak,None,G,XNIL,XNIL,XNIL,LowEvrywhere,ModerateOrLe,Dry,CloseToDryAd,StrongFront,MoistMDryL,DryLine,NegToPos,None,SWQuad,Westerly,LV
Neutral,StronUp,Neutral,StrongUp,StrongUp,Neutral,Neutral,Wet,Wet,PC,Clear,PC,Cloudy,Weak,Strong,DCVZFavor,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Aug11_Aug20,C,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,PartInhibit,Weak,Slight,C,XNIL,XNIL,XNIL,Other,Steep,Dry,ModerateOrLe,MarkedUpper,MoistMDryL,E_W_N,LittleChange,Moving,AllElse,Westerly,LongAnticyc
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,Strong,Strong,Westerly,Weak,Strong,Strong,Some,LittleChange,LittleChange,Neutral,Decreasing,SIG,Jul16_Aug10,I,CThruK,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Stability,Average,LessUnstable,HI,PartInhibit,Strong,None,I,SIG,SIG,SIG,LowSHighN,CloseToDryAd,VeryMoist,Steep,NoMajor,DryMMoistL,MovingFtorOt,PosToNeg,QStationary,SWQuad,LVorOther,DenvCyclone
WeakUp,StronUp,Neutral,WeakUp,WeakUp,Dry,VeryWet,Dry,Neutral,PC,Clear,PC,PC,Weak,Weak,Westerly,None,Weak,None,Some,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jul16_Aug10,F,CThruK,PartInhibit,MoreThanAve,MoreThanAve,F,N5GtLIGt_8,Neutral,LessUnstable,MoreUnstable,ACEFK,None,Unfavorable,None,F,XNIL,XNIL,XNIL,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,Other,PosToNeg,None,AllElse,LVorOther,LV
Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,None,Weak,Marked,DecCapIncIns,Decreasing,Neutral,LittleChange,SVR,Jul2_Jul15,D,CThruK,Stifling,MoreThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,D,None,Weak,Slight,D,XNIL,XNIL,SVR,LowEvrywhere,CloseToDryAd,Average,Steep,OtherRapid,Other,DryLine,SigPositive,Other,AllElse,Westerly,E_NE
StrongUp,StronUp,WeakUp,StrongUp,StrongUp,Neutral,VeryWet,VeryWet,VeryWet,Clear,PC,PC,Cloudy,Strong,Strong,DCVZFavor,Weak,Strong,Strong,Marked,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Aug11_Aug20,E,CThruK,Stifling,MoreThanAve,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Unfavorable,None,E,SVR,SVR,SVR,LowNHighS,CloseToDryAd,Average,ModerateOrLe,NoMajor,Other,None,LittleChange,None,SWQuad,LVorOther,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Dry,Clear,PC,Clear,PC,Weak,Strong,DCVZFavor,Weak,None,None,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug20_Sep15,C,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,Average,MoreUnstable,ACEFK,None,Weak,None,C,XNIL,XNIL,SIG,LowNHighS,ModerateOrLe,Dry,Steep,OtherRapid,Other,None,NegToPos,Other,SWQuad,Westerly,LongAnticyc
Down,StronUp,WeakUp,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,None,Strong,Marked,LittleChange,LittleChange,Neutral,Decreasing,SIG,Aug20_Sep15,J,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,Average,LessUnstable,GJ,None,Moderate,Strong,J,SVR,SIG,SIG,LowMtsHighPl,Steep,Dry,Steep,OtherRapid,DryMMoistL,DryLine,LittleChange,None,LV,LVorOther,SEQuad
WeakUp,Down,Down,Down,Down,Neutral,Neutral,Wet,Wet,Clear,PC,Clear,Clear,Weak,Weak,DCVZFavor,Weak,Weak,Strong,Marked,LittleChange,LittleChange,Neutral,Increasing,XNIL,May15_Jun14,H,CThruK,PartInhibit,Average,Average,H,N1GtLIGt_4,Instability,Average,Average,HI,PartInhibit,Moderate,Moderate,H,SIG,SIG,SIG,Other,ModerateOrLe,Average,Steep,MarkedUpper,DryMMoistL,None,SigPositive,Moving,SWQuad,LVorOther,E_NE
WeakUp,Neutral,Down,Neutral,Neutral,Neutral,Wet,Wet,VeryWet,Clear,PC,Clear,Clear,None,Weak,Other,None,None,None,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Aug20_Sep15,G,CThruK,PartInhibit,MoreThanAve,MoreThanAve,G,LILt_8,Stability,MoreUnstable,MoreUnstable,GJ,Stifling,Moderate,None,G,XNIL,XNIL,XNIL,LowSHighN,Steep,Dry,CloseToDryAd,NoMajor,MoistMDryL,None,PosToNeg,None,LV,LVorOther,LongAnticyc
StrongUp,StronUp,Neutral,StrongUp,StrongUp,Dry,VeryWet,Wet,VeryWet,Clear,PC,Clear,PC,Weak,Strong,Other,None,None,None,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SVR,Jul2_Jul15,F,CThruK,PartInhibit,Average,MoreThanAve,F,N1GtLIGt_4,Neutral,Average,Average,ACEFK,None,Weak,Moderate,F,XNIL,XNIL,SVR,HighEvrywher,CloseToDryAd,VeryMoist,ModerateOrLe,NoMajor,Other,None,PosToNeg,None,AllElse,LVorOther,LV
Neutral,WeakUp,Down,WeakUp,WeakUp,Wet,Dry,Dry,Dry,Cloudy,Clear,PC,Clear,Weak,Strong,Westerly,Strong,None,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug20_Sep15,H,CThruK,PartInhibit,Average,Average,H,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,HI,PartInhibit,Moderate,None,H,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,Average,Steep,MarkedUpper,DryMMoistL,None,SigNegative,Moving,AllElse,LVorOther,E_NE
Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,PC,PC,Cloudy,Cloudy,Strong,Weak,DCVZFavor,Strong,None,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug20_Sep15,C,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Stability,LessUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Moderate,C,SIG,SVR,SVR,LowAtStation,Steep,Average,ModerateOrLe,OtherRapid,MoistMDryL,E_W_N,SigPositive,None,NWQuad,Westerly,LongAnticyc
Neutral,Down,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,None,None,Westerly,None,Strong,Weak,None,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,May15_Jun14,H,CThruK,PartInhibit,LessThanAve,LessThanAve,H,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,HI,None,Weak,None,H,XNIL,XNIL,XNIL,HighEvrywher,Stable,Average,Steep,NoMajor,DryMMoistL,E_W_N,PosToNeg,None,NWQuad,Westerly,E_NE
WeakUp,Neutral,Down,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Other,None,Strong,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Jul2_Jul15,G,CThruK,Stifling,MoreThanAve,MoreThanAve,G,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Unfavorable,None,G,XNIL,SVR,SVR,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,Other,PosToNeg,Other,SWQuad,LVorOther,LongAnticyc
Down,Neutral,Neutral,Down,Down,Dry,Wet,VeryWet,VeryWet,Clear,PC,Clear,Clear,None,Weak,DCVZFavor,None,None,None,Some,LittleChange,LittleChange,WeakPos,Increasing,SIG,Aug20_Sep15,G,CThruK,PartInhibit,Average,Average,G,N1GtLIGt_4,Instability,Average,Average,GJ,Stifling,Moderate,Moderate,G,SIG,SIG,SIG,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,None,PosToNeg,None,SWQuad,Westerly,WidespdDnsl
StrongUp,Neutral,Down,Neutral,Neutral,Dry,Neutral,Dry,Dry,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,Strong,Strong,Some,LittleChange,LittleChange,WeakPos,Increasing,SIG,May15_Jun14,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,TotalInhibit,Unfavorable,None,K,XNIL,XNIL,SIG,LowNHighS,ModerateOrLe,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,MovingFtorOt,SigPositive,Moving,NWQuad,Westerly,WidespdDnsl
Neutral,Down,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,PC,PC,PC,PC,Strong,Strong,Other,Weak,None,None,None,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,B,PartInhibit,Weak,Slight,B,XNIL,XNIL,SVR,LowNHighS,Stable,Dry,CloseToDryAd,StrongFront,Other,E_W_N,NegToPos,None,AllElse,LVorOther,SEQuad
Down,WeakUp,WeakUp,Neutral,Neutral,Wet,Dry,Wet,Neutral,Clear,Clear,Clear,Clear,None,Weak,DCVZFavor,None,None,Weak,Some,LittleChange,LittleChange,Neutral,Increasing,SIG,Jun15_Jul1,J,CThruK,None,LessThanAve,Average,CDEJ,LILt_8,Neutral,MoreUnstable,MoreUnstable,GJ,None,Weak,Strong,J,SVR,SVR,SVR,LowMtsHighPl,CloseToDryAd,Dry,ModerateOrLe,NoMajor,Other,None,LittleChange,Other,LV,LVorOther,LV
Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Clear,PC,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Weak,Some,LittleChange,LittleChange,StrongPos,Increasing,SVR,Aug11_Aug20,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,MoreUnstable,ACEFK,TotalInhibit,Moderate,Slight,C,XNIL,XNIL,SVR,Other,Steep,Average,CloseToDryAd,StrongFront,Other,E_W_N,LittleChange,Other,NWQuad,LVorOther,LongAnticyc
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,PC,Clear,Clear,Weak,Strong,Westerly,Strong,Weak,Weak,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,May15_Jun14,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N5GtLIGt_8,Stability,Average,LessUnstable,GJ,PartInhibit,Weak,None,G,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Dry,Steep,NoMajor,MoistMDryL,DryLine,PosToNeg,None,NWQuad,LVorOther,E_NE
WeakUp,Down,Down,Down,Down,Dry,Wet,Neutral,Dry,PC,Cloudy,PC,Clear,Strong,Strong,Westerly,Strong,Weak,Strong,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Jun15_Jul1,C,CThruK,None,LessThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,None,C,XNIL,XNIL,SVR,LowEvrywhere,Stable,Dry,ModerateOrLe,NoMajor,MoistMDryL,E_W_S,NegToPos,Other,AllElse,Westerly,LongAnticyc
WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,None,Strong,Other,None,None,None,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,Jul16_Aug10,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,Average,ACEFK,None,Unfavorable,None,E,XNIL,SVR,SVR,LowNHighS,CloseToDryAd,Average,ModerateOrLe,OtherRapid,MoistMDryL,DryLine,PosToNeg,None,NWQuad,Westerly,WidespdDnsl
StrongUp,StronUp,Down,Neutral,Neutral,Wet,Neutral,Wet,Neutral,PC,PC,PC,PC,Weak,Strong,StrongWest,Strong,None,Weak,Marked,DecCapIncIns,Decreasing,Neutral,LittleChange,SVR,Jul2_Jul15,C,CThruK,TotalInhibit,MoreThanAve,Average,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Moderate,C,SVR,SVR,SVR,LowNHighS,CloseToDryAd,Dry,Steep,OtherRapid,DryMMoistL,E_W_N,SigPositive,Other,AllElse,Westerly,WidespdDnsl
Down,Neutral,WeakUp,Neutral,Neutral,Wet,Dry,Neutral,Neutral,PC,PC,PC,Clear,None,None,Westerly,None,Weak,Weak,None,LittleChange,LittleChange,Neutral,Increasing,XNIL,May15_Jun14,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N5GtLIGt_8,Stability,Average,MoreUnstable,GJ,PartInhibit,Weak,None,G,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,Other,None,SigNegative,None,SWQuad,Westerly,LongAnticyc
Down,Neutral,Down,Down,Down,Wet,Wet,Wet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Weak,None,Weak,Marked,LittleChange,LittleChange,WeakPos,Decreasing,SVR,Aug11_Aug20,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,PartInhibit,Moderate,Slight,E,XNIL,XNIL,SVR,LowSHighN,CloseToDryAd,Average,ModerateOrLe,OtherRapid,MoistMDryL,E_W_N,PosToNeg,Other,AllElse,LVorOther,LV
StrongUp,Neutral,StrongUp,Neutral,Neutral,Wet,Wet,Wet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Other,Weak,Strong,Strong,Some,DecCapIncIns,Decreasing,WeakPos,Decreasing,SVR,Jul2_Jul15,D,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,D,None,Weak,Moderate,D,SIG,SIG,SVR,LowAtStation,ModerateOrLe,Average,Steep,OtherRapid,MoistMDryL,DenvCyclone,NegToPos,Moving,NWQuad,Westerly,SEQuad
StrongUp,Neutral,Down,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,PC,PC,Clear,Clear,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,LittleChange,LittleChange,StrongPos,Increasing,XNIL,May15_Jun14,K,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,K,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Moderate,K,SIG,SIG,SIG,LowAtStation,Stable,Dry,ModerateOrLe,NoMajor,Other,DryLine,SigPositive,QStationary,SWQuad,LVorOther,WidespdDnsl
StrongUp,StronUp,Neutral,StrongUp,StrongUp,Dry,VeryWet,Neutral,VeryWet,PC,PC,PC,Cloudy,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Marked,LittleChange,LittleChange,StrongPos,Increasing,SIG,May15_Jun14,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,None,Moderate,Moderate,K,XNIL,XNIL,SIG,HighEvrywher,Steep,Dry,ModerateOrLe,StrongFront,Other,MovingFtorOt,SigPositive,None,NWQuad,Westerly,LV
Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Strong,Strong,Strong,Marked,LittleChange,LittleChange,Neutral,LittleChange,SIG,May15_Jun14,H,CThruK,PartInhibit,LessThanAve,LessThanAve,H,N1GtLIGt_4,Neutral,Average,Average,HI,None,Moderate,Slight,H,XNIL,XNIL,SIG,LowMtsHighPl,Stable,Average,CloseToDryAd,NoMajor,DryMMoistL,E_W_S,LittleChange,None,AllElse,LVorOther,E_NE
WeakUp,Neutral,WeakUp,Neutral,Neutral,Dry,VeryWet,Neutral,Neutral,Cloudy,PC,Cloudy,Cloudy,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jul16_Aug10,F,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,F,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Moderate,F,SIG,SIG,SIG,Other,ModerateOrLe,VeryMoist,ModerateOrLe,MarkedUpper,Other,E_W_S,LittleChange,None,LV,LVorOther,LV
Neutral,Down,Neutral,Neutral,Neutral,VeryWet,Neutral,Wet,Wet,PC,Clear,PC,PC,Strong,Strong,Westerly,Strong,None,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,May15_Jun14,G,CThruK,None,LessThanAve,Average,G,N1GtLIGt_4,Stability,MoreUnstable,LessUnstable,GJ,TotalInhibit,Weak,None,G,XNIL,SVR,SVR,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,DryLine,PosToNeg,None,SWQuad,Westerly,WidespdDnsl
Neutral,StronUp,Down,StrongUp,StrongUp,Dry,Neutral,Wet,VeryWet,Clear,PC,Clear,PC,None,None,Westerly,None,None,None,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Aug20_Sep15,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N5GtLIGt_8,Neutral,Average,Average,GJ,None,Moderate,Strong,G,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Dry,CloseToDryAd,NoMajor,MoistMDryL,DryLine,NegToPos,Other,NWQuad,LVorOther,LV
Down,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,VeryWet,Wet,PC,Cloudy,PC,PC,Weak,Weak,Westerly,Weak,Weak,Weak,None,DecCapIncIns,Decreasing,Neutral,Decreasing,SIG,Jun15_Jul1,D,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,D,None,Moderate,Strong,D,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,MarkedUpper,DryMMoistL,None,PosToNeg,QStationary,NWQuad,Westerly,LongAnticyc
Down,Neutral,WeakUp,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,PC,PC,PC,PC,Strong,Strong,DCVZFavor,Weak,Weak,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,Jul16_Aug10,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N1GtLIGt_4,Stability,Average,Average,GJ,None,Moderate,Strong,G,XNIL,XNIL,SIG,Other,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,DryLine,PosToNeg,None,AllElse,Westerly,LongAnticyc
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Clear,Clear,Clear,PC,None,Weak,DCVZFavor,Weak,Weak,Strong,Some,LittleChange,LittleChange,WeakPos,LittleChange,SIG,May15_Jun14,H,CThruK,Stifling,MoreThanAve,MoreThanAve,H,N5GtLIGt_8,Instability,Average,MoreUnstable,HI,None,Weak,None,H,XNIL,XNIL,SIG,LowMtsHighPl,Stable,VeryMoist,CloseToDryAd,MarkedUpper,DryMMoistL,MovingFtorOt,LittleChange,Moving,LV,LVorOther,E_NE
StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Wet,Neutral,Wet,PC,PC,Clear,Clear,None,None,StrongWest,None,Strong,Weak,None,LittleChange,LittleChange,Negative,Decreasing,XNIL,Aug20_Sep15,A,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,Slight,A,SIG,SIG,SIG,LowMtsHighPl,Steep,Average,ModerateOrLe,MarkedUpper,DryMMoistL,DenvCyclone,SigNegative,Other,SWQuad,Westerly,DenvCyclone
StrongUp,Down,StrongUp,StrongUp,StrongUp,Dry,Dry,Wet,VeryWet,Clear,Clear,Clear,Cloudy,Strong,Strong,DCVZFavor,Weak,Weak,Weak,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Jul2_Jul15,B,AB,PartInhibit,Average,LessThanAve,ABI,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,B,None,Strong,Strong,B,SIG,SIG,SIG,LowEvrywhere,Steep,Average,Steep,MarkedUpper,Other,DenvCyclone,SigPositive,QStationary,NWQuad,Westerly,E_NE
Neutral,Down,WeakUp,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,Weak,None,Weak,Some,LittleChange,LittleChange,Neutral,Increasing,XNIL,Jul16_Aug10,E,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Slight,E,XNIL,XNIL,XNIL,LowAtStation,Steep,Dry,ModerateOrLe,NoMajor,MoistMDryL,DryLine,PosToNeg,None,SWQuad,Westerly,LV
Neutral,WeakUp,WeakUp,WeakUp,WeakUp,Wet,Dry,Neutral,Neutral,Cloudy,Cloudy,Cloudy,Cloudy,Weak,Strong,Other,None,Weak,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug20_Sep15,G,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,G,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,TotalInhibit,Strong,Slight,G,SVR,SVR,SVR,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,None,PosToNeg,None,NWQuad,LVorOther,LV
WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Wet,Neutral,Neutral,Wet,Cloudy,Clear,Cloudy,Cloudy,None,None,Westerly,None,Weak,None,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,May15_Jun14,H,CThruK,Stifling,MoreThanAve,MoreThanAve,H,N5GtLIGt_8,Instability,MoreUnstable,LessUnstable,HI,Stifling,Weak,None,H,XNIL,XNIL,XNIL,LowSHighN,Stable,Average,ModerateOrLe,MarkedUpper,DryMMoistL,E_W_S,SigPositive,None,SWQuad,Westerly,E_NE
WeakUp,StronUp,Neutral,WeakUp,WeakUp,VeryWet,Dry,Neutral,Neutral,PC,Clear,Clear,Clear,None,Weak,StrongWest,Weak,Weak,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,C,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Moderate,Slight,C,XNIL,XNIL,XNIL,LowAtStation,ModerateOrLe,Average,CloseToDryAd,StrongFront,Other,E_W_N,NegToPos,Moving,LV,Westerly,LongAnticyc
StrongUp,StronUp,Down,WeakUp,WeakUp,Wet,VeryWet,Wet,Neutral,Clear,Clear,Clear,Clear,None,None,StrongWest,None,Strong,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,May15_Jun14,C,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,None,Unfavorable,None,C,XNIL,XNIL,XNIL,LowNHighS,CloseToDryAd,Average,ModerateOrLe,MarkedUpper,Other,E_W_N,SigNegative,Other,NWQuad,Westerly,LongAnticyc
StrongUp,Neutral,Down,Neutral,Neutral,Neutral,Wet,Wet,VeryWet,Clear,PC,Clear,PC,None,Weak,Westerly,Weak,Weak,Weak,Some,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,D,CThruK,None,LessThanAve,LessThanAve,CDEJ,LIGt0,Instability,MoreUnstable,MoreUnstable,D,PartInhibit,Moderate,Strong,D,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Dry,Steep,StrongFront,MoistMDryL,None,SigNegative,Moving,NWQuad,Westerly,LV
Down,Neutral,WeakUp,Neutral,Neutral,Neutral,Wet,Wet,Neutral,PC,Cloudy,PC,PC,Strong,Strong,Other,Strong,Weak,Strong,None,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Jul2_Jul15,J,CThruK,None,LessThanAve,Average,CDEJ,N1GtLIGt_4,Neutral,Average,MoreUnstable,GJ,PartInhibit,Weak,None,J,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,Dry,Steep,NoMajor,DryMMoistL,DryLine,SigPositive,Other,LV,LVorOther,LV
WeakUp,WeakUp,StrongUp,StrongUp,StrongUp,VeryWet,Wet,VeryWet,VeryWet,Cloudy,Clear,Clear,PC,None,None,Other,None,Strong,Strong,None,DecCapIncIns,Decreasing,WeakPos,Increasing,XNIL,Jun15_Jul1,F,CThruK,Stifling,MoreThanAve,Average,F,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Slight,F,XNIL,XNIL,XNIL,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,None,LittleChange,Other,LV,LVorOther,LV
StrongUp,StronUp,WeakUp,WeakUp,WeakUp,Wet,Dry,Dry,Dry,PC,PC,PC,PC,None,None,DCVZFavor,None,None,Weak,None,IncCapDecIns,Increasing,Neutral,Decreasing,XNIL,May15_Jun14,D,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,D,PartInhibit,Weak,Moderate,D,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,VeryMoist,CloseToDryAd,OtherRapid,DryMMoistL,DryLine,SigNegative,Other,SWQuad,LVorOther,LongAnticyc
Down,Down,Neutral,Neutral,Neutral,VeryWet,VeryWet,VeryWet,VeryWet,Clear,PC,PC,PC,None,None,StrongWest,None,None,None,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Jul16_Aug10,J,CThruK,Stifling,Average,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,None,Moderate,Slight,J,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,LittleChange,Other,LV,LVorOther,LV
StrongUp,StronUp,Neutral,StrongUp,StrongUp,Neutral,Neutral,Neutral,Wet,PC,Clear,Clear,Clear,Weak,Strong,Westerly,Weak,Weak,Strong,Some,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Aug20_Sep15,K,CThruK,None,LessThanAve,LessThanAve,K,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Moderate,K,XNIL,XNIL,SIG,HighEvrywher,Steep,Average,ModerateOrLe,StrongFront,Other,E_W_S,SigPositive,Moving,AllElse,LVorOther,WidespdDnsl
