0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
StrongUp,Neutral,Down,Neutral,Neutral,Dry,VeryWet,Dry,Dry,PC,PC,PC,PC,Weak,Strong,DCVZFavor,Weak,Strong,Strong,Some,IncCapDecIns,Increasing,Neutral,Decreasing,SIG,May15_Jun14,A,AB,Stifling,LessThanAve,Average,ABI,LIGt0,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,None,A,XNIL,XNIL,SIG,Other,ModerateOrLe,Average,ModerateOrLe,MarkedUpper,DryMMoistL,DenvCyclone,PosToNeg,QStationary,SWQuad,Westerly,DenvCyclone
WeakUp,Neutral,StrongUp,WeakUp,WeakUp,VeryWet,Dry,Dry,Neutral,PC,PC,PC,PC,None,None,StrongWest,None,Strong,Weak,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jun15_Jul1,H,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,H,LIGt0,Neutral,LessUnstable,MoreUnstable,HI,None,Weak,Moderate,H,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,Average,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,Moving,LV,Westerly,E_NE
Down,WeakUp,Neutral,Down,Down,Neutral,Dry,Dry,Dry,PC,Cloudy,Clear,Clear,Strong,Strong,Westerly,Strong,Strong,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Aug20_Sep15,K,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,PartInhibit,Moderate,None,K,XNIL,XNIL,XNIL,LowNHighS,ModerateOrLe,Average,ModerateOrLe,OtherRapid,DryMMoistL,DryLine,SigNegative,Moving,AllElse,Westerly,WidespdDnsl
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Dry,PC,Clear,Clear,Clear,None,Strong,Westerly,Weak,Weak,Weak,Some,LittleChange,LittleChange,StrongPos,Increasing,SVR,May15_Jun14,K,CThruK,None,LessThanAve,LessThanAve,K,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,None,K,XNIL,XNIL,SVR,Other,ModerateOrLe,Average,Steep,MarkedUpper,MoistMDryL,DenvCyclone,NegToPos,Other,NWQuad,LVorOther,WidespdDnsl
WeakUp,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Dry,Dry,PC,Clear,Clear,Clear,Strong,Strong,StrongWest,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Decreasing,SIG,May15_Jun14,A,AB,None,LessThanAve,LessThanAve,ABI,LIGt0,Instability,MoreUnstable,Average,ACEFK,PartInhibit,Weak,None,A,SIG,SIG,SIG,LowEvrywhere,ModerateOrLe,VeryMoist,ModerateOrLe,StrongFront,DryMMoistL,DenvCyclone,LittleChange,Moving,SWQuad,Westerly,DenvCyclone
WeakUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,Strong,Strong,Other,None,None,Weak,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SVR,Jul2_Jul15,A,AB,PartInhibit,Average,LessThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,None,Unfavorable,None,A,XNIL,XNIL,SVR,LowMtsHighPl,ModerateOrLe,VeryMoist,Steep,StrongFront,Other,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,E_NE
WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Cloudy,PC,PC,PC,Weak,Strong,StrongWest,Weak,None,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,May15_Jun14,K,CThruK,None,LessThanAve,Average,K,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,K,XNIL,XNIL,SVR,LowSHighN,ModerateOrLe,Average,Steep,StrongFront,DryMMoistL,MovingFtorOt,LittleChange,Other,SWQuad,Westerly,WidespdDnsl
StrongUp,WeakUp,WeakUp,StrongUp,StrongUp,Dry,Dry,Wet,VeryWet,PC,Cloudy,PC,PC,Weak,Strong,DCVZFavor,Strong,None,Strong,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,Aug20_Sep15,I,CThruK,TotalInhibit,MoreThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,None,Strong,Strong,I,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Average,ModerateOrLe,OtherRapid,Other,E_W_S,PosToNeg,QStationary,LV,Westerly,LV
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Neutral,VeryWet,Neutral,Wet,PC,Cloudy,Cloudy,Cloudy,Weak,Strong,Other,None,Weak,Strong,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jul16_Aug10,B,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Neutral,Average,LessUnstable,B,PartInhibit,Weak,Moderate,B,SVR,SVR,SVR,HighEvrywher,Stable,VeryMoist,ModerateOrLe,NoMajor,Other,MovingFtorOt,LittleChange,Other,SWQuad,Westerly,DenvCyclone
Down,WeakUp,Neutral,Neutral,Neutral,Wet,Dry,Neutral,VeryWet,Clear,PC,Clear,Clear,None,None,DCVZFavor,None,Strong,None,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Aug11_Aug20,J,CThruK,PartInhibit,LessThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,GJ,PartInhibit,Weak,Slight,J,XNIL,XNIL,XNIL,LowMtsHighPl,CloseToDryAd,Average,ModerateOrLe,NoMajor,DryMMoistL,E_W_N,LittleChange,Other,LV,LVorOther,LV
StrongUp,WeakUp,Down,Neutral,Neutral,Dry,VeryWet,Dry,Neutral,Cloudy,Clear,Cloudy,Cloudy,None,None,Westerly,None,Weak,Weak,None,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Aug20_Sep15,D,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,D,PartInhibit,Weak,None,D,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Average,CloseToDryAd,StrongFront,Other,None,SigNegative,Other,SWQuad,Westerly,SEQuad
WeakUp,Neutral,Down,Down,Down,VeryWet,Wet,VeryWet,Wet,Clear,PC,Clear,Clear,None,Weak,StrongWest,None,None,None,Some,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Jun15_Jul1,J,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,GJ,PartInhibit,Strong,Strong,J,XNIL,XNIL,XNIL,LowMtsHighPl,Stable,Average,ModerateOrLe,NoMajor,MoistMDryL,DryLine,LittleChange,Other,LV,LVorOther,SEQuad
Down,Neutral,Neutral,Down,Down,Dry,Neutral,Dry,Dry,Cloudy,Clear,Cloudy,Cloudy,Weak,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Aug20_Sep15,C,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,Average,Average,ACEFK,PartInhibit,Weak,None,C,XNIL,XNIL,SVR,LowAtStation,Steep,Dry,CloseToDryAd,StrongFront,MoistMDryL,E_W_N,NegToPos,Moving,AllElse,LVorOther,WidespdDnsl
WeakUp,StronUp,Neutral,StrongUp,StrongUp,Dry,Neutral,Dry,Neutral,Clear,PC,Clear,PC,Strong,Strong,Westerly,Strong,None,Strong,Some,IncCapDecIns,Increasing,WeakPos,LittleChange,SVR,Jul2_Jul15,J,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,PartInhibit,Moderate,Moderate,J,SIG,SIG,SVR,LowMtsHighPl,ModerateOrLe,Average,Steep,NoMajor,DryMMoistL,None,LittleChange,Other,LV,LVorOther,SEQuad
WeakUp,Neutral,Down,Down,Down,Neutral,Neutral,Dry,Dry,Clear,Clear,Clear,Clear,None,None,StrongWest,None,None,None,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,May15_Jun14,I,CThruK,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,Average,HI,PartInhibit,Weak,None,I,SIG,XNIL,XNIL,LowSHighN,CloseToDryAd,VeryMoist,Steep,NoMajor,DryMMoistL,MovingFtorOt,LittleChange,QStationary,SWQuad,LVorOther,DenvCyclone
Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,Neutral,PC,PC,PC,PC,Weak,Weak,StrongWest,Strong,None,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jul2_Jul15,A,AB,PartInhibit,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Weak,Slight,A,SIG,SIG,SIG,HighEvrywher,Steep,Average,Steep,StrongFront,DryMMoistL,DenvCyclone,SigNegative,Other,AllElse,LVorOther,SEQuad
WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,PC,PC,Weak,Weak,Other,None,None,Weak,None,LittleChange,LittleChange,Negative,Decreasing,SIG,Jul2_Jul15,D,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Neutral,Average,Average,D,PartInhibit,Moderate,Moderate,D,XNIL,SVR,SVR,LowNHighS,Steep,Dry,CloseToDryAd,MarkedUpper,Other,None,NegToPos,Other,NWQuad,Westerly,DenvCyclone
StrongUp,StronUp,Neutral,StrongUp,StrongUp,VeryWet,Wet,VeryWet,VeryWet,PC,PC,PC,Cloudy,None,None,Westerly,None,Weak,None,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jul16_Aug10,D,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,D,Stifling,Moderate,Slight,D,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Average,CloseToDryAd,NoMajor,DryMMoistL,DryLine,PosToNeg,Other,SWQuad,Westerly,SEQuad
Down,Neutral,Down,Down,Down,Dry,Neutral,Dry,Dry,PC,Clear,Clear,Clear,Weak,Strong,DCVZFavor,None,None,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,SVR,Jul16_Aug10,E,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,Average,ACEFK,None,Weak,Slight,E,SIG,SIG,SVR,LowSHighN,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,None,LittleChange,Other,SWQuad,LVorOther,WidespdDnsl
WeakUp,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,Clear,Weak,Strong,Westerly,Weak,Strong,Strong,Some,LittleChange,LittleChange,WeakPos,Decreasing,SVR,Jul16_Aug10,G,CThruK,PartInhibit,Average,Average,G,N1GtLIGt_4,Neutral,Average,LessUnstable,GJ,PartInhibit,Moderate,None,G,XNIL,XNIL,SVR,LowEvrywhere,Steep,Dry,CloseToDryAd,NoMajor,MoistMDryL,DryLine,NegToPos,Moving,SWQuad,LVorOther,WidespdDnsl
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Dry,Cloudy,Cloudy,Cloudy,Cloudy,None,None,Other,None,None,None,None,IncCapDecIns,Increasing,Negative,Increasing,XNIL,Aug11_Aug20,E,CThruK,PartInhibit,LessThanAve,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Strong,Strong,E,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Dry,ModerateOrLe,NoMajor,MoistMDryL,DenvCyclone,LittleChange,None,SWQuad,Westerly,LV
Down,Down,Down,Down,Down,Dry,Neutral,Wet,Dry,PC,PC,PC,PC,None,Weak,StrongWest,Weak,Weak,None,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Jul16_Aug10,B,AB,Stifling,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,Average,B,Stifling,Weak,None,B,XNIL,XNIL,SIG,HighEvrywher,Stable,Dry,ModerateOrLe,NoMajor,DryMMoistL,None,LittleChange,Other,SWQuad,LVorOther,DenvCyclone
WeakUp,Down,WeakUp,Neutral,Neutral,Dry,Neutral,Wet,VeryWet,Clear,PC,PC,PC,Strong,Strong,Westerly,Strong,None,Strong,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SVR,May15_Jun14,B,AB,Stifling,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,Average,MoreUnstable,B,TotalInhibit,Unfavorable,None,B,SIG,SIG,SVR,LowNHighS,CloseToDryAd,Dry,Steep,StrongFront,Other,MovingFtorOt,SigNegative,Other,AllElse,LVorOther,SEQuad
StrongUp,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,A,AB,PartInhibit,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Stability,Average,Average,ACEFK,PartInhibit,Moderate,None,A,XNIL,XNIL,SIG,LowMtsHighPl,Stable,Average,ModerateOrLe,StrongFront,Other,DenvCyclone,PosToNeg,QStationary,SWQuad,Westerly,E_NE
WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,VeryWet,VeryWet,PC,Cloudy,PC,PC,Strong,Strong,Westerly,Strong,Weak,Strong,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,May15_Jun14,J,CThruK,Stifling,Average,MoreThanAve,CDEJ,LILt_8,Stability,Average,LessUnstable,GJ,PartInhibit,Unfavorable,None,J,XNIL,XNIL,SIG,LowMtsHighPl,CloseToDryAd,Average,Steep,NoMajor,DryMMoistL,DryLine,PosToNeg,None,LV,LVorOther,LV
Down,Neutral,StrongUp,Neutral,Neutral,VeryWet,Dry,Wet,Wet,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SVR,Jul2_Jul15,B,AB,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,None,Unfavorable,None,B,SIG,SIG,SVR,LowMtsHighPl,Steep,Average,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Other,AllElse,Westerly,SEQuad
WeakUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,None,Weak,DCVZFavor,Strong,Strong,Strong,Some,LittleChange,LittleChange,StrongPos,Increasing,SIG,Aug11_Aug20,C,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,C,XNIL,XNIL,SIG,LowEvrywhere,Steep,Average,Steep,OtherRapid,DryMMoistL,E_W_S,SigNegative,None,NWQuad,Westerly,LongAnticyc
Neutral,StronUp,Down,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,PC,Clear,PC,Cloudy,None,Weak,Other,None,None,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Aug20_Sep15,H,CThruK,None,LessThanAve,LessThanAve,H,LIGt0,Stability,Average,LessUnstable,HI,None,Moderate,Slight,H,XNIL,XNIL,XNIL,LowAtStation,Stable,VeryMoist,ModerateOrLe,MarkedUpper,Other,None,SigNegative,None,LV,LVorOther,E_NE
Down,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,Wet,Cloudy,PC,Cloudy,Cloudy,Weak,Weak,DCVZFavor,None,None,Weak,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N5GtLIGt_8,Stability,MoreUnstable,LessUnstable,ACEFK,PartInhibit,Weak,None,K,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Average,Steep,OtherRapid,Other,E_W_N,NegToPos,Other,NWQuad,Westerly,DenvCyclone
Down,StronUp,WeakUp,Neutral,Neutral,Dry,Wet,Wet,Neutral,Cloudy,PC,Cloudy,Cloudy,Strong,Strong,Westerly,Weak,None,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Jul16_Aug10,F,CThruK,PartInhibit,Average,MoreThanAve,F,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Moderate,Slight,F,XNIL,XNIL,SVR,HighEvrywher,Steep,VeryMoist,ModerateOrLe,StrongFront,Other,None,PosToNeg,None,LV,LVorOther,LV
Down,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,PC,PC,Cloudy,Cloudy,Weak,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,May15_Jun14,B,AB,PartInhibit,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,B,None,Moderate,Moderate,B,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,Dry,CloseToDryAd,OtherRapid,DryMMoistL,DenvCyclone,NegToPos,Other,SWQuad,LVorOther,SEQuad
Down,Neutral,StrongUp,WeakUp,WeakUp,Wet,VeryWet,Wet,VeryWet,Clear,Cloudy,Clear,PC,None,Weak,Westerly,Weak,None,Weak,Some,DecCapIncIns,Decreasing,WeakPos,Increasing,XNIL,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,LILt_8,Instability,MoreUnstable,MoreUnstable,B,PartInhibit,Moderate,None,B,SIG,SIG,SIG,LowSHighN,Stable,Dry,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,None,SWQuad,LVorOther,E_NE
Down,StronUp,Down,Down,Down,Neutral,Wet,Neutral,Dry,PC,Clear,PC,Clear,Weak,Strong,Other,Weak,Strong,Weak,None,LittleChange,LittleChange,Negative,Increasing,SVR,Jul16_Aug10,F,CThruK,PartInhibit,Average,Average,F,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,Slight,F,XNIL,XNIL,SVR,Other,ModerateOrLe,VeryMoist,ModerateOrLe,NoMajor,Other,E_W_S,LittleChange,None,AllElse,LVorOther,LV
Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Wet,PC,Clear,PC,PC,None,None,StrongWest,None,Weak,Weak,None,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,Aug11_Aug20,I,CThruK,None,LessThanAve,LessThanAve,ABI,LIGt0,Neutral,LessUnstable,MoreUnstable,HI,None,Strong,Strong,I,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,E_W_S,PosToNeg,QStationary,AllElse,Westerly,LV
Neutral,Neutral,WeakUp,WeakUp,WeakUp,Neutral,VeryWet,Wet,Wet,Clear,Clear,Clear,PC,Strong,Strong,StrongWest,Strong,None,Strong,Marked,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,Aug11_Aug20,B,AB,None,LessThanAve,LessThanAve,ABI,LIGt0,Neutral,LessUnstable,LessUnstable,B,None,Strong,Slight,B,SVR,SVR,SVR,LowMtsHighPl,CloseToDryAd,VeryMoist,CloseToDryAd,MarkedUpper,DryMMoistL,DenvCyclone,LittleChange,None,AllElse,Westerly,SEQuad
Down,StronUp,WeakUp,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,PC,PC,PC,Clear,None,Strong,StrongWest,Strong,Weak,Strong,Some,LittleChange,LittleChange,WeakPos,Increasing,SIG,Jul2_Jul15,K,CThruK,None,Average,Average,K,N5GtLIGt_8,Neutral,LessUnstable,Average,ACEFK,None,Moderate,Strong,K,XNIL,XNIL,SIG,Other,Steep,Dry,ModerateOrLe,StrongFront,DryMMoistL,MovingFtorOt,SigPositive,QStationary,LV,LVorOther,WidespdDnsl
StrongUp,Neutral,Neutral,StrongUp,StrongUp,Dry,Neutral,Dry,Neutral,Clear,PC,Clear,PC,Weak,Strong,DCVZFavor,None,None,Weak,Marked,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,May15_Jun14,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,Average,Average,ACEFK,Stifling,Moderate,None,A,XNIL,XNIL,SIG,HighEvrywher,Stable,Average,ModerateOrLe,MarkedUpper,Other,MovingFtorOt,NegToPos,Other,SWQuad,Westerly,SEQuad
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,VeryWet,PC,PC,Cloudy,Cloudy,None,None,StrongWest,None,None,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug11_Aug20,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,None,C,SIG,SIG,SIG,LowNHighS,Steep,Dry,Steep,MarkedUpper,Other,E_W_S,NegToPos,Other,NWQuad,Westerly,WidespdDnsl
StrongUp,Neutral,WeakUp,WeakUp,WeakUp,VeryWet,Wet,VeryWet,VeryWet,PC,Cloudy,PC,Clear,Strong,Strong,Other,Strong,Strong,Strong,Some,IncCapDecIns,Increasing,WeakPos,LittleChange,XNIL,Jun15_Jul1,K,CThruK,PartInhibit,Average,MoreThanAve,K,LIGt0,Instability,Average,Average,ACEFK,PartInhibit,Strong,Moderate,K,XNIL,XNIL,XNIL,LowSHighN,Steep,Dry,ModerateOrLe,StrongFront,DryMMoistL,DryLine,PosToNeg,Moving,AllElse,Westerly,SEQuad
Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Jun15_Jul1,G,CThruK,PartInhibit,Average,MoreThanAve,G,N1GtLIGt_4,Instability,Average,Average,GJ,PartInhibit,Moderate,Slight,G,SIG,SIG,SIG,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,None,LittleChange,None,SWQuad,LVorOther,WidespdDnsl
WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,VeryWet,Neutral,Dry,Cloudy,PC,Cloudy,Cloudy,Weak,Weak,Westerly,None,None,Strong,None,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Jul16_Aug10,K,CThruK,Stifling,Average,LessThanAve,K,N5GtLIGt_8,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,K,XNIL,XNIL,SIG,LowEvrywhere,ModerateOrLe,Average,ModerateOrLe,MarkedUpper,DryMMoistL,DryLine,PosToNeg,None,NWQuad,LVorOther,WidespdDnsl
WeakUp,Down,Neutral,Neutral,Neutral,Wet,Neutral,Dry,Dry,PC,Cloudy,Cloudy,Cloudy,Strong,Strong,Westerly,Strong,None,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,SVR,Jun15_Jul1,G,CThruK,PartInhibit,LessThanAve,LessThanAve,G,N1GtLIGt_4,Instability,MoreUnstable,Average,GJ,PartInhibit,Moderate,Moderate,G,XNIL,XNIL,SVR,LowAtStation,Steep,Dry,CloseToDryAd,NoMajor,MoistMDryL,E_W_S,PosToNeg,None,NWQuad,LVorOther,LongAnticyc
WeakUp,Down,Neutral,Down,Down,Neutral,Wet,Dry,Dry,Clear,PC,Cloudy,Cloudy,Weak,Strong,DCVZFavor,Strong,Weak,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jul16_Aug10,B,AB,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,B,Stifling,Strong,None,B,SVR,SVR,SVR,Other,Steep,Average,Steep,NoMajor,Other,MovingFtorOt,LittleChange,QStationary,LV,LVorOther,LV
Neutral,WeakUp,Neutral,Neutral,Neutral,Dry,Wet,Dry,Neutral,PC,Cloudy,PC,PC,Weak,Weak,StrongWest,Strong,None,Strong,Some,DecCapIncIns,Decreasing,StrongPos,Increasing,SIG,Jun15_Jul1,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,Average,B,Stifling,Weak,Slight,B,XNIL,XNIL,SIG,LowSHighN,Steep,VeryMoist,CloseToDryAd,NoMajor,DryMMoistL,DryLine,PosToNeg,Other,NWQuad,LVorOther,LV
Neutral,StronUp,WeakUp,StrongUp,StrongUp,VeryWet,Dry,Neutral,Neutral,Clear,PC,PC,PC,Weak,Strong,StrongWest,Strong,None,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug20_Sep15,B,AB,PartInhibit,Average,Average,ABI,N5GtLIGt_8,Instability,MoreUnstable,LessUnstable,B,PartInhibit,Moderate,Strong,B,XNIL,XNIL,SIG,LowMtsHighPl,Steep,VeryMoist,Steep,MarkedUpper,DryMMoistL,DenvCyclone,LittleChange,Other,AllElse,LVorOther,DenvCyclone
Down,Neutral,Neutral,Down,Down,Dry,VeryWet,Dry,Dry,Clear,PC,Clear,Clear,Weak,Strong,StrongWest,Strong,Strong,Weak,Marked,LittleChange,LittleChange,StrongPos,Increasing,SIG,May15_Jun14,A,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,Average,MoreUnstable,ACEFK,None,Strong,Moderate,A,SVR,SVR,SVR,LowEvrywhere,ModerateOrLe,VeryMoist,Steep,MarkedUpper,Other,E_W_S,LittleChange,Other,SWQuad,Westerly,DenvCyclone
Neutral,Down,StrongUp,WeakUp,WeakUp,Dry,VeryWet,Dry,Neutral,PC,Clear,PC,PC,Weak,Weak,StrongWest,Weak,None,Weak,Some,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Jul16_Aug10,D,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,D,PartInhibit,Unfavorable,None,D,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,Average,CloseToDryAd,OtherRapid,DryMMoistL,DryLine,SigPositive,None,AllElse,LVorOther,DenvCyclone
StrongUp,Neutral,StrongUp,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Clear,Cloudy,Clear,Clear,None,None,Westerly,None,Weak,None,None,LittleChange,LittleChange,Neutral,Increasing,XNIL,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,Average,Average,B,None,Unfavorable,Slight,B,SIG,SIG,SIG,LowSHighN,Stable,Average,Steep,NoMajor,Other,DenvCyclone,LittleChange,None,SWQuad,LVorOther,DenvCyclone
Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,XNIL,May15_Jun14,E,CThruK,TotalInhibit,Average,Average,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,E,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Average,ModerateOrLe,NoMajor,Other,DryLine,PosToNeg,None,SWQuad,Westerly,LV
